district,state,drought_risk,flood_frequency,flooded_area
sonipat,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,0.905127272
sonipat,"madhya pradesh, punjab, haryana, west bengal",,1.0,0.905127272
sonipat,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,0.905127272
sonitpur,assam,,156.0,5.196410326
sonitpur,"assam, odisha, west bengal, bihar",,1.0,5.196410326
sonitpur,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,5.196410326
sonitpur,"odisha, bihar, assam, west bengal",,1.0,5.196410326
sonitpur,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,5.196410326
sonitpur,"uttar pradesh, bihar,  assam",,1.0,5.196410326
south,delhi,,14.0,0.006747594
south,"jammu and kashmir, delhi, punjab",,1.0,0.006747594
south 24 parganas,"assam, odisha, west bengal, bihar",,1.0,0.0
south 24 parganas,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,0.0
south 24 parganas,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,0.0
south 24 parganas,"madhya pradesh, punjab, haryana, west bengal",,1.0,0.0
south 24 parganas,"odisha, bihar, assam, west bengal",,1.0,0.0
south 24 parganas,uttar pradesh,,1.0,0.0
south 24 parganas,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,0.0
south 24 parganas,"uttar pradesh, bihar, odisha, west bengal",,1.0,0.0
south 24 parganas,"uttar pradesh, west bengal, bihar",,1.0,0.0
south 24 parganas,west bengal,,29.0,0.0
south 24 parganas*,"bihar, odisha, west bengal, assam, andhra pradesh",,1.0,0.0
south 24 parganas*,"bihar, west bengal",,1.0,0.0
south 24 parganas*,west bengal,,6.0,0.0
south andamans,andaman & nicobar islands,,1.0,0.0
south arcot / cuddalore,tamil nadu,0.7219483518252229,0.0,0.0
south assam,assam,,1.0,0.0
south east,delhi,,14.0,0.629289386
south east,"jammu and kashmir, delhi, punjab",,1.0,0.629289386
south garo hills,meghalaya,,7.0,1.272678698
south goa,goa,,18.0,1.79256855
south gujarat,maharashtra,,1.0,0.0
south kashmir,jammu and kashmir,,1.0,0.0
south salmara mancachar,assam,,46.0,17.21104287
south salmara mancachar,"assam, odisha, west bengal, bihar",,1.0,17.21104287
south salmara mancachar,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,17.21104287
south salmara mancachar,"odisha, bihar, assam, west bengal",,1.0,17.21104287
south salmara mancachar,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,17.21104287
south salmara mancachar,"uttar pradesh, bihar,  assam",,1.0,17.21104287
south salmara mancachar - mankachar,assam,,1.0,0.0
south salmara mancachar- mankachar,assam,,1.0,0.0
south tripura,tamil nadu,,1.0,0.931395601
south tripura,tripura,,24.0,0.931395601
south west,delhi,,15.0,3.339650881
south west,"jammu and kashmir, delhi, punjab",,1.0,3.339650881
south west garo hills,meghalaya,,7.0,3.340328514
south west khasi hills,meghalaya,,5.0,1.768765435
southern parts,kerala,,1.0,0.0
southern parts,west bengal,,1.0,0.0
sri muktsar sahib,punjab,,1.0,2.388390951
sri potti sriramulu nellore,andhra pradesh,,30.0,0.0
sri potti sriramulu nellore,"andhra pradesh, madhya pradesh",,1.0,0.0
sri sri muktsar sahib sahib,"jammu and kashmir, delhi, punjab",,1.0,0.0
sri sri muktsar sahib sahib,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,0.0
sri sri muktsar sahib sahib,"madhya pradesh, punjab, haryana, west bengal",,1.0,0.0
sri sri muktsar sahib sahib,punjab,,20.0,0.0
sri sri muktsar sahib sahib,"rajasthan, punjab, uttar pradesh",,1.0,0.0
srikakulam,andhra pradesh,0.8260195809686636,20.0,3.446704127
srikakulam,"andhra pradesh, madhya pradesh",,1.0,3.446704127
srikakulam,karnataka,,1.0,3.446704127
srinagar,jammu & kashmir,,3.0,0.278932913
srinagar,jammu and kashmir,,21.0,0.278932913
srinagar,"jammu and kashmir, delhi, punjab",,1.0,0.278932913
srinagar,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,0.278932913
sshrawasti,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,0.0
sshrawasti,"himachal pradesh, uttar pradesh",,1.0,0.0
sshrawasti,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,0.0
sshrawasti,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,0.0
sshrawasti,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,0.0
sshrawasti,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,0.0
sshrawasti,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.0
sshrawasti,"rajasthan, punjab, uttar pradesh",,1.0,0.0
sshrawasti,uttar pradesh,,17.0,0.0
sshrawasti,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,0.0
sshrawasti,"uttar pradesh, bihar,  assam",,1.0,0.0
sshrawasti,"uttar pradesh, bihar, odisha, west bengal",,1.0,0.0
sshrawasti,"uttar pradesh, east rajasthan",,1.0,0.0
sshrawasti,"uttar pradesh, west bengal, bihar",,1.0,0.0
sshrawasti & parts of east u.p.,uttar pradesh,,1.0,0.0
subarnapur,"assam, odisha, west bengal, bihar",,1.0,2.280238254
subarnapur,"bihar, odisha, west bengal, assam, andhra pradesh",,1.0,2.280238254
subarnapur,madhya pradesh,,1.0,2.280238254
subarnapur,odisha,,13.0,2.280238254
subarnapur,"odisha, bihar, assam, west bengal",,1.0,2.280238254
subarnapur,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,2.280238254
subarnapur,"odisha, rajasthan",,1.0,2.280238254
subarnapur,"uttar pradesh, bihar, odisha, west bengal",,1.0,2.280238254
suburbans,madras,,1.0,0.0
sukma,chhattisgarh,,1.0,1.466729973
sultanpur,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,4.347300593
sultanpur,"himachal pradesh, uttar pradesh",,1.0,4.347300593
sultanpur,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,4.347300593
sultanpur,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,4.347300593
sultanpur,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,4.347300593
sultanpur,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,4.347300593
sultanpur,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,4.347300593
sultanpur,"rajasthan, punjab, uttar pradesh",,1.0,4.347300593
sultanpur,uttar pradesh,0.6306856595322502,30.0,4.347300593
sultanpur,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,4.347300593
sultanpur,"uttar pradesh , uttarakhand",,1.0,4.347300593
sultanpur,"uttar pradesh, bihar,  assam",,1.0,4.347300593
sultanpur,"uttar pradesh, bihar, odisha, west bengal",,1.0,4.347300593
sultanpur,"uttar pradesh, east rajasthan",,1.0,4.347300593
sultanpur,"uttar pradesh, uttarakhand",,2.0,4.347300593
sultanpur,"uttar pradesh, west bengal, bihar",,1.0,4.347300593
sundargarh,"assam, odisha, west bengal, bihar",,1.0,1.817783191
sundargarh,"bihar, odisha, west bengal, assam, andhra pradesh",,1.0,1.817783191
sundargarh,madhya pradesh,,1.0,1.817783191
sundargarh,odisha,,16.0,1.817783191
sundargarh,"odisha, bihar, assam, west bengal",,1.0,1.817783191
sundargarh,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,1.817783191
sundargarh,"odisha, rajasthan",,1.0,1.817783191
sundargarh,orissa,0.7422096854981615,0.0,1.817783191
sundargarh,"uttar pradesh, bihar, odisha, west bengal",,1.0,1.817783191
supaul,bihar,,32.0,7.348234606
supaul,"bihar, jharkhand",,1.0,7.348234606
supaul,"bihar, maharashtra",,1.0,7.348234606
supaul,"bihar, odisha, west bengal, assam, andhra pradesh",,1.0,7.348234606
supaul,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,7.348234606
supaul,"bihar, west bengal",,1.0,7.348234606
supaul,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,7.348234606
supaul,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,7.348234606
supaul,"odisha, bihar, assam, west bengal",,1.0,7.348234606
supaul,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,7.348234606
supaul,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,7.348234606
supaul,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,7.348234606
supaul,"uttar pradesh, bihar",,1.0,7.348234606
supaul,"uttar pradesh, bihar,  assam",,1.0,7.348234606
supaul,"uttar pradesh, bihar, odisha, west bengal",,1.0,7.348234606
supaul,"west bengal, bihar",,1.0,7.348234606
surat,gujarat,0.6337787525269175,46.0,5.334773331
surat,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,5.334773331
surendranagar,gujarat,0.6730243879812762,29.0,1.139615495
surendranagar,karnataka,,5.0,1.139615495
surendranagar,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,1.139615495
surguja,chhattisgarh,0.81019704486253,6.0,0.200172812
suryapet,andhra pradesh,,1.0,1.336230804
suryapet,"maharashtra, telangana",,1.0,1.336230804
suryapet,telangana,,1.0,1.336230804
swami madhopur,rajasthan,0.6691386671188606,0.0,0.0
tamenglong,manipur,,7.0,1.695834778
tapi,gujarat,,25.0,0.099755767
tapi,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.099755767
tarn taran,"jammu and kashmir, delhi, punjab",,1.0,5.605831458
tarn taran,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,5.605831458
tarn taran,"madhya pradesh, punjab, haryana, west bengal",,1.0,5.605831458
tarn taran,punjab,,20.0,5.605831458
tarn taran,"rajasthan, punjab, uttar pradesh",,1.0,5.605831458
tawang,arunachal pradesh,,31.0,0.876365429
tawang,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,0.876365429
tehri garhwal,uttar pradesh,,5.0,0.541041119
tehri garhwal,"uttar pradesh, uttarakhand",,3.0,0.541041119
tehri garhwal,uttarakhand,0.7751993989953705,18.0,0.541041119
tengnoupal,manipur,,4.0,0.539127806
tenkasi,tamil nadu,,7.0,0.407407146
thane,"bihar, maharashtra",,1.0,1.253627781
thane,maharashtra,0.7690688616772241,94.0,1.253627781
thane,"maharashtra, telangana",,1.0,1.253627781
thane,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,1.253627781
thanjavur,tamil nadu,0.7617799571264081,36.0,6.262291183
the dangs,gujarat,,1.0,2.164733438
the nilgiris,tamil nadu,0.7442992281186532,27.0,0.072105658
theni,tamil nadu,,14.0,0.031762174
thirunelveli,tamil nadu,0.668382428371564,0.0,0.0
thiruvallur,tamil nadu,,20.0,0.136913665
thiruvananthapuram,"karnataka, kerala",,1.0,0.235709715
thiruvananthapuram,kerala,0.8218642937619277,229.0,0.235709715
thiruvananthapuram,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,0.235709715
thiruvarur,tamil nadu,,22.0,2.180366877
thoothukkudi,tamil nadu,,20.0,0.017275176
thoubal,manipur,,9.0,23.6044421
thrissur,"karnataka, kerala",,1.0,4.374872942
thrissur,kerala,0.81425305943051,88.0,4.374872942
thrissur,"kerala, karnataka",,1.0,4.374872942
thrissur,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,4.374872942
tikamgarh,"andhra pradesh, madhya pradesh",,1.0,0.274206269
tikamgarh,madhya pradesh,0.7704529967847854,9.0,0.274206269
tikamgarh,"madhya pradesh, punjab, haryana, west bengal",,1.0,0.274206269
tikamgarh,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,0.274206269
tikamgarh,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.274206269
tinsukia,assam,,73.0,4.881482417
tinsukia,"assam, odisha, west bengal, bihar",,1.0,4.881482417
tinsukia,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,4.881482417
tinsukia,"odisha, bihar, assam, west bengal",,1.0,4.881482417
tinsukia,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,4.881482417
tinsukia,"uttar pradesh, bihar,  assam",,1.0,4.881482417
tirap,arunachal pradesh,,18.0,0.629920802
tirap,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,0.629920802
tiruchirapalli / trichy,tamil nadu,0.7047387125187704,0.0,0.0
tiruchirappalli,tamil nadu,,29.0,2.769716368
tirunelveli,tamil nadu,,20.0,0.007402498
tirupathur,tamil nadu,,7.0,0.882133575
tiruppur,tamil nadu,,13.0,0.55127524
tiruvannamalai,tamil nadu,,25.0,0.956908978
tonk,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,0.025948024
tonk,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,0.025948024
tonk,"odisha, rajasthan",,1.0,0.025948024
tonk,rajasthan,0.7798760219878256,20.0,0.025948024
tonk,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.025948024
tonk,"rajasthan, punjab, uttar pradesh",,1.0,0.025948024
tripura,tripura,,2.0,0.0
tuensang,nagaland,,1.0,0.650005813
tumakuru,karnataka,,34.0,0.055808694
tumakuru,"karnataka, kerala",,1.0,0.055808694
tumakuru,"kerala, karnataka",,1.0,0.055808694
tumkur,karnataka,0.7096522989455718,0.0,0.0
udaipur,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,0.001560423
udaipur,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,0.001560423
udaipur,"odisha, rajasthan",,1.0,0.001560423
udaipur,rajasthan,0.7282571156801936,32.0,0.001560423
udaipur,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.001560423
udaipur,"rajasthan, punjab, uttar pradesh",,1.0,0.001560423
udaiur,gujarat,,1.0,0.0
udalguri,assam,,67.0,3.135691777
udalguri,"assam, odisha, west bengal, bihar",,1.0,3.135691777
udalguri,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,3.135691777
udalguri,"odisha, bihar, assam, west bengal",,1.0,3.135691777
udalguri,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,3.135691777
udalguri,"uttar pradesh, bihar,  assam",,1.0,3.135691777
udam singh nagar,uttar pradesh,,2.0,0.0
udam singh nagar,"uttar pradesh, uttarakhand",,2.0,0.0
udam singh nagar,uttarakhand,,5.0,0.0
udhampur,jammu & kashmir,,9.0,0.47427651
udhampur,jammu and kashmir,,18.0,0.47427651
udhampur,"jammu and kashmir, delhi, punjab",,1.0,0.47427651
udhampur,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,0.47427651
udupi,karnataka,,37.0,0.007584602
udupi,"karnataka, kerala",,1.0,0.007584602
udupi,"kerala, karnataka",,1.0,0.007584602
ujjain,"andhra pradesh, madhya pradesh",,1.0,0.708212621
ujjain,madhya pradesh,0.7826487767865635,17.0,0.708212621
ujjain,"madhya pradesh,  chhattisgarh",,4.0,0.708212621
ujjain,"madhya pradesh, punjab, haryana, west bengal",,1.0,0.708212621
ujjain,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,0.708212621
ujjain,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.708212621
ukhrul,manipur,,4.0,0.669906789
umaria,"andhra pradesh, madhya pradesh",,1.0,0.004413453
umaria,madhya pradesh,,9.0,0.004413453
umaria,"madhya pradesh, punjab, haryana, west bengal",,1.0,0.004413453
umaria,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,0.004413453
umaria,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.004413453
una,himachal pradesh,,51.0,0.018255416
una,"himachal pradesh, uttar pradesh",,1.0,0.018255416
unakoti,tripura,,21.0,0.0
unnao,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,3.512391774
unnao,"himachal pradesh, uttar pradesh",,1.0,3.512391774
unnao,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,3.512391774
unnao,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,3.512391774
unnao,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,3.512391774
unnao,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,3.512391774
unnao,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,3.512391774
unnao,"rajasthan, punjab, uttar pradesh",,1.0,3.512391774
unnao,uttar pradesh,0.6659831463933495,31.0,3.512391774
unnao,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,3.512391774
unnao,"uttar pradesh, bihar,  assam",,1.0,3.512391774
unnao,"uttar pradesh, bihar, odisha, west bengal",,1.0,3.512391774
unnao,"uttar pradesh, east rajasthan",,1.0,3.512391774
unnao,"uttar pradesh, uttarakhand",,1.0,3.512391774
unnao,"uttar pradesh, west bengal, bihar",,1.0,3.512391774
upper lower subansiri,arunachal pradesh,,23.0,0.0
upper lower subansiri,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,0.0
upper siang,arunachal pradesh,,22.0,2.386481463
upper siang,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,2.386481463
urban,karnataka,,1.0,0.0
uttar kashi,karnataka,,1.0,0.0
uttar kashi,uttarakhand,0.7495307112668796,0.0,0.0
uttar kashi,west bengal,,1.0,0.0
uttar kashi bastar kanker,chhattisgarh,,3.0,0.0
uttar kashi bastar kanker,"madhya pradesh,  chhattisgarh",,2.0,0.0
uttar kashi dinajpur,west bengal,,10.0,0.0
uttar kashi kashi,uttar pradesh,,4.0,0.0
uttar kashi kashi,"uttar pradesh, uttarakhand",,5.0,0.0
uttar kashi kashi,uttarakhand,,16.0,0.0
uttar kashia,karnataka,,1.0,0.0
uttar kashia kannada,karnataka,,69.0,0.0
uttar kashia kannada,"karnataka, kerala",,1.0,0.0
uttar kashia kannada,"kerala, karnataka",,1.0,0.0
uttara kannada,karnataka,0.8425019411620088,0.0,2.419647773
vadodara,gujarat,,36.0,3.043652457
vadodara,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,3.043652457
vadodara / baroda,gujarat,0.7077555953943191,0.0,0.0
vaishali,bihar,,31.0,16.86821474
vaishali,"bihar, jharkhand",,1.0,16.86821474
vaishali,"bihar, maharashtra",,1.0,16.86821474
vaishali,"bihar, odisha, west bengal, assam, andhra pradesh",,1.0,16.86821474
vaishali,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,16.86821474
vaishali,"bihar, west bengal",,1.0,16.86821474
vaishali,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,16.86821474
vaishali,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,16.86821474
vaishali,"odisha, bihar, assam, west bengal",,1.0,16.86821474
vaishali,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,16.86821474
vaishali,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,16.86821474
vaishali,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,16.86821474
vaishali,"uttar pradesh, bihar,  assam",,1.0,16.86821474
vaishali,"uttar pradesh, bihar, odisha, west bengal",,1.0,16.86821474
vaishali,"west bengal, bihar",,1.0,16.86821474
valsad,dadra and nagar haveli,,1.0,1.738920562
valsad,gujarat,0.5849898395076457,36.0,1.738920562
valsad,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,1.738920562
varanasi,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,3.716004426
varanasi,"himachal pradesh, uttar pradesh",,1.0,3.716004426
varanasi,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,3.716004426
varanasi,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,3.716004426
varanasi,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,3.716004426
varanasi,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,3.716004426
varanasi,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,3.716004426
varanasi,"rajasthan, punjab, uttar pradesh",,1.0,3.716004426
varanasi,uttar pradesh,0.6183717750239579,40.0,3.716004426
varanasi,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,3.716004426
varanasi,"uttar pradesh , uttarakhand",,1.0,3.716004426
varanasi,"uttar pradesh, bihar,  assam",,1.0,3.716004426
varanasi,"uttar pradesh, bihar, odisha, west bengal",,1.0,3.716004426
varanasi,"uttar pradesh, east rajasthan",,1.0,3.716004426
varanasi,"uttar pradesh, uttarakhand",,1.0,3.716004426
varanasi,"uttar pradesh, west bengal, bihar",,1.0,3.716004426
vellore,tamil nadu,,18.0,0.437957461
vidisha,"andhra pradesh, madhya pradesh",,1.0,0.635462
vidisha,madhya pradesh,0.8078619707827931,19.0,0.635462
vidisha,"madhya pradesh,  chhattisgarh",,2.0,0.635462
vidisha,"madhya pradesh, punjab, haryana, west bengal",,1.0,0.635462
vidisha,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,0.635462
vidisha,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.635462
vijayapura,karnataka,,12.0,0.011439119
vijayapura,"karnataka, kerala",,1.0,0.011439119
vijayapura,"kerala, karnataka",,1.0,0.011439119
vikarabad,andhra pradesh,,1.0,0.084609379
vikarabad,"maharashtra, telangana",,1.0,0.084609379
vikarabad,telangana,,6.0,0.084609379
